id,description,learning_outcomes,Skill,Level,Knowledge Required,Task Abilities
6923487281881,"a hands - on study of human nutrition . the goal is to use an experimental approach to questions in nutrition science . laboratory exercises emphasize critical thinking in the analysis of quantitative data derived from investigations into various areas of nutrition science including energy balance , macro and micronutrients , food guidelines , and food safety .","formulate questions and predictions about cause - and - effect relationships in nutrition science . conduct experiments in various areas of nutrition science including energy balance , macro and micronutrients , dietary guidelines , and food safety to address hypotheses in nutritional science . use technology to collect data , critically analyze data , and present data graphically interpret quantitative and qualitative information that clearly follows from available data and evidence . synthesize knowledge and information from a variety of credible sources to interpret and corroborate experimental findings . apply the principles of scientific investigation to draw conclusions about interconnected systems in the natural world . develop and test hypotheses . distinguish between causal and correlational relationships . explain the significance of objective measurements and data quantification in scientific investigations . critique experimental design and data collection protocols . use the scientific approaches and quantitative reasoning to weigh evidence and make informed decisions about health , safety , society , technology , and the environment . communicate scientific information effectively in multimedia presentations , including charts , graphs , and diagrams .",Critical Thinking,4,"['problem-solving', 'reasoning', 'analytical skills']","['analyze information', 'identify patterns', 'evaluate evidence.']"
6923487281881,"a hands - on study of human nutrition . the goal is to use an experimental approach to questions in nutrition science . laboratory exercises emphasize critical thinking in the analysis of quantitative data derived from investigations into various areas of nutrition science including energy balance , macro and micronutrients , food guidelines , and food safety .","formulate questions and predictions about cause - and - effect relationships in nutrition science . conduct experiments in various areas of nutrition science including energy balance , macro and micronutrients , dietary guidelines , and food safety to address hypotheses in nutritional science . use technology to collect data , critically analyze data , and present data graphically interpret quantitative and qualitative information that clearly follows from available data and evidence . synthesize knowledge and information from a variety of credible sources to interpret and corroborate experimental findings . apply the principles of scientific investigation to draw conclusions about interconnected systems in the natural world . develop and test hypotheses . distinguish between causal and correlational relationships . explain the significance of objective measurements and data quantification in scientific investigations . critique experimental design and data collection protocols . use the scientific approaches and quantitative reasoning to weigh evidence and make informed decisions about health , safety , society , technology , and the environment . communicate scientific information effectively in multimedia presentations , including charts , graphs , and diagrams .",Communication Skills,3,"['presentation skills', 'audience awareness', 'scientific language']","['explain concepts', 'present findings', 'engage audience.']"
17171279268053,"the course deals with the basics of human - computer interaction and user - centered design . the focus is on theoretical foundations and practical experience with techniques and tools , psychological aspects , user interface design criteria , design on interface design , and evaluation of prototypes followed by the human - centered design process . the goal is to provide an overview of theoretical foundations and practical experience with techniques and methods of human - computer interaction , emphasizing the human - centered design process . the students will become familiar with interface design principles , current trends in hci , and gain hands - on experience with them through practical exercises and a semester - long team project .",understand the principles of good design and will be able to apply them . understand the psychological capabilities and cognitive models informing interaction design . understand and use the steps of the human - centered design process . identify the needs of user groups and can specify the corresponding tasks . design low - fidelity and high - fidelity prototypes of user interfaces . design and conduct a quantitative and qualitative evaluation and discuss / report the results . apply various techniques used during the human - centered design process .,HCI Principles,4,"['user experience design', 'interaction design', 'usability principles']","['design interfaces', 'evaluate prototypes', 'conduct user research.']"
17171279268053,"the course deals with the basics of human - computer interaction and user - centered design . the focus is on theoretical foundations and practical experience with techniques and tools , psychological aspects , user interface design criteria , design on interface design , and evaluation of prototypes followed by the human - centered design process . the goal is to provide an overview of theoretical foundations and practical experience with techniques and methods of human - computer interaction , emphasizing the human - centered design process . the students will become familiar with interface design principles , current trends in hci , and gain hands - on experience with them through practical exercises and a semester - long team project .",understand the principles of good design and will be able to apply them . understand the psychological capabilities and cognitive models informing interaction design . understand and use the steps of the human - centered design process . identify the needs of user groups and can specify the corresponding tasks . design low - fidelity and high - fidelity prototypes of user interfaces . design and conduct a quantitative and qualitative evaluation and discuss / report the results . apply various techniques used during the human - centered design process .,User Research,3,"['user needs analysis', 'interviewing techniques', 'user profiles']","['identify user pain points', 'conduct usability testing', 'create user personas.']"
17171279268053,"the course deals with the basics of human - computer interaction and user - centered design . the focus is on theoretical foundations and practical experience with techniques and tools , psychological aspects , user interface design criteria , design on interface design , and evaluation of prototypes followed by the human - centered design process . the goal is to provide an overview of theoretical foundations and practical experience with techniques and methods of human - computer interaction , emphasizing the human - centered design process . the students will become familiar with interface design principles , current trends in hci , and gain hands - on experience with them through practical exercises and a semester - long team project .",understand the principles of good design and will be able to apply them . understand the psychological capabilities and cognitive models informing interaction design . understand and use the steps of the human - centered design process . identify the needs of user groups and can specify the corresponding tasks . design low - fidelity and high - fidelity prototypes of user interfaces . design and conduct a quantitative and qualitative evaluation and discuss / report the results . apply various techniques used during the human - centered design process .,Design Process,4,"['design methods', 'iterative design', 'prototyping techniques']","['plan design projects', 'develop design solutions', 'test and refine designs.']"
17171279268053,"the course deals with the basics of human - computer interaction and user - centered design . the focus is on theoretical foundations and practical experience with techniques and tools , psychological aspects , user interface design criteria , design on interface design , and evaluation of prototypes followed by the human - centered design process . the goal is to provide an overview of theoretical foundations and practical experience with techniques and methods of human - computer interaction , emphasizing the human - centered design process . the students will become familiar with interface design principles , current trends in hci , and gain hands - on experience with them through practical exercises and a semester - long team project .",understand the principles of good design and will be able to apply them . understand the psychological capabilities and cognitive models informing interaction design . understand and use the steps of the human - centered design process . identify the needs of user groups and can specify the corresponding tasks . design low - fidelity and high - fidelity prototypes of user interfaces . design and conduct a quantitative and qualitative evaluation and discuss / report the results . apply various techniques used during the human - centered design process .,Prototype Development,3,"['prototyping tools', 'wireframing techniques', 'visual design']","['create low-fidelity prototypes', 'develop high-fidelity prototypes', 'test prototypes with users.']"
17171279268053,"the course deals with the basics of human - computer interaction and user - centered design . the focus is on theoretical foundations and practical experience with techniques and tools , psychological aspects , user interface design criteria , design on interface design , and evaluation of prototypes followed by the human - centered design process . the goal is to provide an overview of theoretical foundations and practical experience with techniques and methods of human - computer interaction , emphasizing the human - centered design process . the students will become familiar with interface design principles , current trends in hci , and gain hands - on experience with them through practical exercises and a semester - long team project .",understand the principles of good design and will be able to apply them . understand the psychological capabilities and cognitive models informing interaction design . understand and use the steps of the human - centered design process . identify the needs of user groups and can specify the corresponding tasks . design low - fidelity and high - fidelity prototypes of user interfaces . design and conduct a quantitative and qualitative evaluation and discuss / report the results . apply various techniques used during the human - centered design process .,Evaluation Methods,3,"['usability metrics', 'quantitative data analysis', 'qualitative data analysis']","['conduct usability testing', 'analyze test results', 'report findings.']"
214748382115,"the purpose of this class is to give the student a basic understanding of the correct technique for the 2 olympic li s for olympic weightli ing , as well as how to implement olympic weightli ing into a training program . course descrip on this course introduces the fundamental skills of olympic [ NAME ] ing for personal tness , and athle c strength and condi oning . the scope and sequence of this course includes the teaching progressions of the snatch , clean & jerk , and all associated movements . par cipants will gain knowledge and experience of programming of training for both compe ve [ NAME ] ers and athletes using the weightli ing movements for strength and power development as it applies to their chosen sport .","demonstrate the acquisi on and applica on of motor skills for the two olympic weightli ing [ NAME ] s ( 1 ) snatch ( 2 ) clean & jerk . demonstrate understanding of the applicable safety and e que e for olympic weightli ing . [ NAME ] fy appropriate condi oning methods and equipment needs for olympic weightli ing . demonstrate understanding of the fundamentals of exercise selec on , programming , recovery , and sports condi oning . demonstrate a posi ve change in personal tness and wellness . demonstrate skills and knowledge necessary to par cipate in the course - speci c ac vity . demonstrate an understanding of the course - speci c ac vity as it relates to health for overall wellness and student success .",Olympic Weightlifting,3,"['[weightlifting techniques]', '[exercise selection]', '[program design]']","['[lift weights]', '[teach movement]', '[design training].']"
214748382115,"the purpose of this class is to give the student a basic understanding of the correct technique for the 2 olympic li s for olympic weightli ing , as well as how to implement olympic weightli ing into a training program . course descrip on this course introduces the fundamental skills of olympic [ NAME ] ing for personal tness , and athle c strength and condi oning . the scope and sequence of this course includes the teaching progressions of the snatch , clean & jerk , and all associated movements . par cipants will gain knowledge and experience of programming of training for both compe ve [ NAME ] ers and athletes using the weightli ing movements for strength and power development as it applies to their chosen sport .","demonstrate the acquisi on and applica on of motor skills for the two olympic weightli ing [ NAME ] s ( 1 ) snatch ( 2 ) clean & jerk . demonstrate understanding of the applicable safety and e que e for olympic weightli ing . [ NAME ] fy appropriate condi oning methods and equipment needs for olympic weightli ing . demonstrate understanding of the fundamentals of exercise selec on , programming , recovery , and sports condi oning . demonstrate a posi ve change in personal tness and wellness . demonstrate skills and knowledge necessary to par cipate in the course - speci c ac vity . demonstrate an understanding of the course - speci c ac vity as it relates to health for overall wellness and student success .",Motor Skills,3,"['[movement coordination]', '[biomechanics]', '[motor learning]']","['[perform movement]', '[teach technique]', '[assess coordination].']"
214748382115,"the purpose of this class is to give the student a basic understanding of the correct technique for the 2 olympic li s for olympic weightli ing , as well as how to implement olympic weightli ing into a training program . course descrip on this course introduces the fundamental skills of olympic [ NAME ] ing for personal tness , and athle c strength and condi oning . the scope and sequence of this course includes the teaching progressions of the snatch , clean & jerk , and all associated movements . par cipants will gain knowledge and experience of programming of training for both compe ve [ NAME ] ers and athletes using the weightli ing movements for strength and power development as it applies to their chosen sport .","demonstrate the acquisi on and applica on of motor skills for the two olympic weightli ing [ NAME ] s ( 1 ) snatch ( 2 ) clean & jerk . demonstrate understanding of the applicable safety and e que e for olympic weightli ing . [ NAME ] fy appropriate condi oning methods and equipment needs for olympic weightli ing . demonstrate understanding of the fundamentals of exercise selec on , programming , recovery , and sports condi oning . demonstrate a posi ve change in personal tness and wellness . demonstrate skills and knowledge necessary to par cipate in the course - speci c ac vity . demonstrate an understanding of the course - speci c ac vity as it relates to health for overall wellness and student success .",Safety,3,"['[risk assessment]', '[injury prevention]', '[weightlifting protocols]']","['[identify hazards]', '[apply measures]', '[supervise safely].']"
214748382115,"the purpose of this class is to give the student a basic understanding of the correct technique for the 2 olympic li s for olympic weightli ing , as well as how to implement olympic weightli ing into a training program . course descrip on this course introduces the fundamental skills of olympic [ NAME ] ing for personal tness , and athle c strength and condi oning . the scope and sequence of this course includes the teaching progressions of the snatch , clean & jerk , and all associated movements . par cipants will gain knowledge and experience of programming of training for both compe ve [ NAME ] ers and athletes using the weightli ing movements for strength and power development as it applies to their chosen sport .","demonstrate the acquisi on and applica on of motor skills for the two olympic weightli ing [ NAME ] s ( 1 ) snatch ( 2 ) clean & jerk . demonstrate understanding of the applicable safety and e que e for olympic weightli ing . [ NAME ] fy appropriate condi oning methods and equipment needs for olympic weightli ing . demonstrate understanding of the fundamentals of exercise selec on , programming , recovery , and sports condi oning . demonstrate a posi ve change in personal tness and wellness . demonstrate skills and knowledge necessary to par cipate in the course - speci c ac vity . demonstrate an understanding of the course - speci c ac vity as it relates to health for overall wellness and student success .",Conditioning,3,"['[exercise physiology]', '[training principles]', '[recovery methods]']","['[design program]', '[monitor progress]', '[adjust training].']"
214748382115,"the purpose of this class is to give the student a basic understanding of the correct technique for the 2 olympic li s for olympic weightli ing , as well as how to implement olympic weightli ing into a training program . course descrip on this course introduces the fundamental skills of olympic [ NAME ] ing for personal tness , and athle c strength and condi oning . the scope and sequence of this course includes the teaching progressions of the snatch , clean & jerk , and all associated movements . par cipants will gain knowledge and experience of programming of training for both compe ve [ NAME ] ers and athletes using the weightli ing movements for strength and power development as it applies to their chosen sport .","demonstrate the acquisi on and applica on of motor skills for the two olympic weightli ing [ NAME ] s ( 1 ) snatch ( 2 ) clean & jerk . demonstrate understanding of the applicable safety and e que e for olympic weightli ing . [ NAME ] fy appropriate condi oning methods and equipment needs for olympic weightli ing . demonstrate understanding of the fundamentals of exercise selec on , programming , recovery , and sports condi oning . demonstrate a posi ve change in personal tness and wellness . demonstrate skills and knowledge necessary to par cipate in the course - speci c ac vity . demonstrate an understanding of the course - speci c ac vity as it relates to health for overall wellness and student success .",Fitness,2,"['[health concepts]', '[wellness principles]', '[activity benefits]']","['[improve fitness]', '[maintain health]', '[understand benefits].']"
5952824680548,discusses personal and professional ethics within the lens of the field of interpreting . introduces self - awareness and cultural intelligence as a foundation for ethical decision making .,apply self - assessment strategies to identify underlying personal and cultural beliefs that influence decisions . examine conflicts and apply conflict resolution strategies . discuss growth mindset and its impact on professional development . apply ethical decision making strategies to given case studies .,Ethics,4,"['professional conduct', 'cultural diversity', 'ethical dilemmas']","['ethical decision making', 'conflict resolution', 'self assessment.']"
5952824680548,discusses personal and professional ethics within the lens of the field of interpreting . introduces self - awareness and cultural intelligence as a foundation for ethical decision making .,apply self - assessment strategies to identify underlying personal and cultural beliefs that influence decisions . examine conflicts and apply conflict resolution strategies . discuss growth mindset and its impact on professional development . apply ethical decision making strategies to given case studies .,Self-Awareness,3,"['personal values', 'cultural awareness', 'bias identification']","['introspection', 'reflection', 'emotional intelligence.']"
5952824680548,discusses personal and professional ethics within the lens of the field of interpreting . introduces self - awareness and cultural intelligence as a foundation for ethical decision making .,apply self - assessment strategies to identify underlying personal and cultural beliefs that influence decisions . examine conflicts and apply conflict resolution strategies . discuss growth mindset and its impact on professional development . apply ethical decision making strategies to given case studies .,Communication,4,"['interpersonal skills', 'active listening', 'clear expression']","['information exchange', 'conflict management', 'relationship building.']"
5952824680548,discusses personal and professional ethics within the lens of the field of interpreting . introduces self - awareness and cultural intelligence as a foundation for ethical decision making .,apply self - assessment strategies to identify underlying personal and cultural beliefs that influence decisions . examine conflicts and apply conflict resolution strategies . discuss growth mindset and its impact on professional development . apply ethical decision making strategies to given case studies .,Problem Solving,3,"['analytical thinking', 'decision making', 'critical analysis']","['issue identification', 'solution generation', 'conflict resolution.']"
5952824680548,discusses personal and professional ethics within the lens of the field of interpreting . introduces self - awareness and cultural intelligence as a foundation for ethical decision making .,apply self - assessment strategies to identify underlying personal and cultural beliefs that influence decisions . examine conflicts and apply conflict resolution strategies . discuss growth mindset and its impact on professional development . apply ethical decision making strategies to given case studies .,Cultural Intelligence,3,"['cultural differences', 'intercultural communication', 'global awareness']","['adaptability', 'empathy', 'cross-cultural collaboration.']"
3925600126108,"a group course for students having limited but developing keyboard experience . instruction includes technical exercises , chords and chord progressions , and development of music reading and performance skills . fulfills the secondary instrumental requirement in keyboard . ppe preparation for one approved repertoire selection and my country , ’ tis of thee .","to further develop understanding of the elements of music : melody , rhythm , harmony and form . to develop better music reading and performance skills simultaneously through exercises ( scales and arpeggios ) and performance repertoire . to further acquire keyboard skills in order to achieve the required piano proficiency for music majors . to demonstrate accurate performance of different styles of music .",Keyboard Skills,3,"['musical notation', 'rhythm', 'harmony']","['scales playing', 'chords progressions', 'performance repertoire.']"
3925600126108,"a group course for students having limited but developing keyboard experience . instruction includes technical exercises , chords and chord progressions , and development of music reading and performance skills . fulfills the secondary instrumental requirement in keyboard . ppe preparation for one approved repertoire selection and my country , ’ tis of thee .","to further develop understanding of the elements of music : melody , rhythm , harmony and form . to develop better music reading and performance skills simultaneously through exercises ( scales and arpeggios ) and performance repertoire . to further acquire keyboard skills in order to achieve the required piano proficiency for music majors . to demonstrate accurate performance of different styles of music .",Music Reading,3,"['notation', 'theory', 'rhythm']","['reading sheet music', 'identifying notes', 'transcribing melodies.']"
3925600126108,"a group course for students having limited but developing keyboard experience . instruction includes technical exercises , chords and chord progressions , and development of music reading and performance skills . fulfills the secondary instrumental requirement in keyboard . ppe preparation for one approved repertoire selection and my country , ’ tis of thee .","to further develop understanding of the elements of music : melody , rhythm , harmony and form . to develop better music reading and performance skills simultaneously through exercises ( scales and arpeggios ) and performance repertoire . to further acquire keyboard skills in order to achieve the required piano proficiency for music majors . to demonstrate accurate performance of different styles of music .",Performance Skills,3,"['musical expression', 'stage presence', 'technique']","['performing musical pieces', 'conveying emotion', 'audience engagement.']"
3925600126108,"a group course for students having limited but developing keyboard experience . instruction includes technical exercises , chords and chord progressions , and development of music reading and performance skills . fulfills the secondary instrumental requirement in keyboard . ppe preparation for one approved repertoire selection and my country , ’ tis of thee .","to further develop understanding of the elements of music : melody , rhythm , harmony and form . to develop better music reading and performance skills simultaneously through exercises ( scales and arpeggios ) and performance repertoire . to further acquire keyboard skills in order to achieve the required piano proficiency for music majors . to demonstrate accurate performance of different styles of music .",Chord Progressions,3,"['harmony', 'music theory', 'ear training']","['constructing chord sequences', 'improvising', 'accompanying vocals.']"
3925600126108,"a group course for students having limited but developing keyboard experience . instruction includes technical exercises , chords and chord progressions , and development of music reading and performance skills . fulfills the secondary instrumental requirement in keyboard . ppe preparation for one approved repertoire selection and my country , ’ tis of thee .","to further develop understanding of the elements of music : melody , rhythm , harmony and form . to develop better music reading and performance skills simultaneously through exercises ( scales and arpeggios ) and performance repertoire . to further acquire keyboard skills in order to achieve the required piano proficiency for music majors . to demonstrate accurate performance of different styles of music .",Music Theory,3,"['melody', 'harmony', 'rhythm', 'form']","['analyzing music', 'understanding structure', 'composing music.']"
14053132993456,this course comprises the integration of critical reading and academic writing skills . successful completion of this intervention if taught at the upper ( exit ) level fulfills tsi requirements for reading and/or writing .,"locate explicit textual information , draw complex inferences , and describe , analyze , and evaluate the information within and across multiple texts of varying length . comprehend and use vocabulary effectively in oral communication , reading , and writing . identify and analyze the audience , purpose , and message across a variety of texts . describe and apply insights gained from reading and writing a variety of texts . compose a variety of texts that demonstrate reading comprehension , clear focus , logical development of ideas , and use of appropriate language that advance the writerâs purpose . determine and use effective approaches and rhetorical strategies for given reading and writing situations . generate ideas and gather information relevant to the topic and purpose , incorporating the ideas and words of other writers in student writing using established strategies . evaluate relevance and quality of ideas and information in recognizing , formulating , and developing a claim . develop and use effective reading and revision strategies to strengthen the writerâs ability to compose college - level writing assignments . recognize and apply the conventions of standard english in reading and writing .",Critical Reading,4,"['textual analysis', 'inference', 'vocabulary', 'comprehension', 'rhetorical analysis']","['text comprehension', 'information synthesis', 'argument evaluation.']"
14053132993456,this course comprises the integration of critical reading and academic writing skills . successful completion of this intervention if taught at the upper ( exit ) level fulfills tsi requirements for reading and/or writing .,"locate explicit textual information , draw complex inferences , and describe , analyze , and evaluate the information within and across multiple texts of varying length . comprehend and use vocabulary effectively in oral communication , reading , and writing . identify and analyze the audience , purpose , and message across a variety of texts . describe and apply insights gained from reading and writing a variety of texts . compose a variety of texts that demonstrate reading comprehension , clear focus , logical development of ideas , and use of appropriate language that advance the writerâs purpose . determine and use effective approaches and rhetorical strategies for given reading and writing situations . generate ideas and gather information relevant to the topic and purpose , incorporating the ideas and words of other writers in student writing using established strategies . evaluate relevance and quality of ideas and information in recognizing , formulating , and developing a claim . develop and use effective reading and revision strategies to strengthen the writerâs ability to compose college - level writing assignments . recognize and apply the conventions of standard english in reading and writing .",Academic Writing,4,"['argument development', 'organization', 'language usage', 'style', 'formatting']","['essay writing', 'report creation', 'research synthesis', 'communication strategy.']"
14053132993456,this course comprises the integration of critical reading and academic writing skills . successful completion of this intervention if taught at the upper ( exit ) level fulfills tsi requirements for reading and/or writing .,"locate explicit textual information , draw complex inferences , and describe , analyze , and evaluate the information within and across multiple texts of varying length . comprehend and use vocabulary effectively in oral communication , reading , and writing . identify and analyze the audience , purpose , and message across a variety of texts . describe and apply insights gained from reading and writing a variety of texts . compose a variety of texts that demonstrate reading comprehension , clear focus , logical development of ideas , and use of appropriate language that advance the writerâs purpose . determine and use effective approaches and rhetorical strategies for given reading and writing situations . generate ideas and gather information relevant to the topic and purpose , incorporating the ideas and words of other writers in student writing using established strategies . evaluate relevance and quality of ideas and information in recognizing , formulating , and developing a claim . develop and use effective reading and revision strategies to strengthen the writerâs ability to compose college - level writing assignments . recognize and apply the conventions of standard english in reading and writing .",Communication,3,"['oral communication', 'written communication', 'audience awareness', 'purpose identification', 'message construction']","['information presentation', 'discussion participation', 'collaboration', 'report delivery.']"
14053132993456,this course comprises the integration of critical reading and academic writing skills . successful completion of this intervention if taught at the upper ( exit ) level fulfills tsi requirements for reading and/or writing .,"locate explicit textual information , draw complex inferences , and describe , analyze , and evaluate the information within and across multiple texts of varying length . comprehend and use vocabulary effectively in oral communication , reading , and writing . identify and analyze the audience , purpose , and message across a variety of texts . describe and apply insights gained from reading and writing a variety of texts . compose a variety of texts that demonstrate reading comprehension , clear focus , logical development of ideas , and use of appropriate language that advance the writerâs purpose . determine and use effective approaches and rhetorical strategies for given reading and writing situations . generate ideas and gather information relevant to the topic and purpose , incorporating the ideas and words of other writers in student writing using established strategies . evaluate relevance and quality of ideas and information in recognizing , formulating , and developing a claim . develop and use effective reading and revision strategies to strengthen the writerâs ability to compose college - level writing assignments . recognize and apply the conventions of standard english in reading and writing .",Research,3,"['information gathering', 'source evaluation', 'citation', 'synthesis', 'critical analysis']","['literature review', 'data collection', 'content investigation', 'source management.']"
14053132993456,this course comprises the integration of critical reading and academic writing skills . successful completion of this intervention if taught at the upper ( exit ) level fulfills tsi requirements for reading and/or writing .,"locate explicit textual information , draw complex inferences , and describe , analyze , and evaluate the information within and across multiple texts of varying length . comprehend and use vocabulary effectively in oral communication , reading , and writing . identify and analyze the audience , purpose , and message across a variety of texts . describe and apply insights gained from reading and writing a variety of texts . compose a variety of texts that demonstrate reading comprehension , clear focus , logical development of ideas , and use of appropriate language that advance the writerâs purpose . determine and use effective approaches and rhetorical strategies for given reading and writing situations . generate ideas and gather information relevant to the topic and purpose , incorporating the ideas and words of other writers in student writing using established strategies . evaluate relevance and quality of ideas and information in recognizing , formulating , and developing a claim . develop and use effective reading and revision strategies to strengthen the writerâs ability to compose college - level writing assignments . recognize and apply the conventions of standard english in reading and writing .",Critical Thinking,3,"['problem solving', 'analytical thinking', 'decision making', 'evaluation', 'reasoning']","['problem analysis', 'solution generation', 'argument construction', 'idea evaluation.']"
5411658800045,"introduces basic human communication principles and theories embedded in a variety of contexts including interpersonal , small group , and public speaking .","apply the principles of human communication including : perception , verbal communication , nonverbal communication , listening , and audience analysis . demonstrate how to establish and maintain relationships through the use of interpersonal communication . apply small group communication skills including : problem solving , group roles , leadership styles , and cohesiveness . develop , research , organize , and deliver formal public speeches . recognize how to communicate within diverse environments . demonstrate understanding of the relevance of cross - cultural , co - cultural , gender , and age influences on human communication . effectively apply communication theories in the analysis and evaluation of communication interactions . effectively participates in dyadic and/or group interactions .",Interpersonal Communication,3,"['relationship building', 'verbal cues', 'nonverbal skills']","['active listening', 'conflict resolution', 'empathy.']"
5411658800045,"introduces basic human communication principles and theories embedded in a variety of contexts including interpersonal , small group , and public speaking .","apply the principles of human communication including : perception , verbal communication , nonverbal communication , listening , and audience analysis . demonstrate how to establish and maintain relationships through the use of interpersonal communication . apply small group communication skills including : problem solving , group roles , leadership styles , and cohesiveness . develop , research , organize , and deliver formal public speeches . recognize how to communicate within diverse environments . demonstrate understanding of the relevance of cross - cultural , co - cultural , gender , and age influences on human communication . effectively apply communication theories in the analysis and evaluation of communication interactions . effectively participates in dyadic and/or group interactions .",Verbal Communication,3,"['language proficiency', 'tone of voice', 'clarity expression']","['public speaking', 'presentations', 'effective messaging.']"
5411658800045,"introduces basic human communication principles and theories embedded in a variety of contexts including interpersonal , small group , and public speaking .","apply the principles of human communication including : perception , verbal communication , nonverbal communication , listening , and audience analysis . demonstrate how to establish and maintain relationships through the use of interpersonal communication . apply small group communication skills including : problem solving , group roles , leadership styles , and cohesiveness . develop , research , organize , and deliver formal public speeches . recognize how to communicate within diverse environments . demonstrate understanding of the relevance of cross - cultural , co - cultural , gender , and age influences on human communication . effectively apply communication theories in the analysis and evaluation of communication interactions . effectively participates in dyadic and/or group interactions .",Nonverbal Communication,3,"['body language', 'facial expressions', 'gestures']","['active listening', 'cultural sensitivity', 'conveying emotions.']"
5411658800045,"introduces basic human communication principles and theories embedded in a variety of contexts including interpersonal , small group , and public speaking .","apply the principles of human communication including : perception , verbal communication , nonverbal communication , listening , and audience analysis . demonstrate how to establish and maintain relationships through the use of interpersonal communication . apply small group communication skills including : problem solving , group roles , leadership styles , and cohesiveness . develop , research , organize , and deliver formal public speeches . recognize how to communicate within diverse environments . demonstrate understanding of the relevance of cross - cultural , co - cultural , gender , and age influences on human communication . effectively apply communication theories in the analysis and evaluation of communication interactions . effectively participates in dyadic and/or group interactions .",Public Speaking,3,"['speech structure', 'presentation delivery', 'audience engagement']","['persuasive speaking', 'formal presentations', 'stage presence.']"
5411658800045,"introduces basic human communication principles and theories embedded in a variety of contexts including interpersonal , small group , and public speaking .","apply the principles of human communication including : perception , verbal communication , nonverbal communication , listening , and audience analysis . demonstrate how to establish and maintain relationships through the use of interpersonal communication . apply small group communication skills including : problem solving , group roles , leadership styles , and cohesiveness . develop , research , organize , and deliver formal public speeches . recognize how to communicate within diverse environments . demonstrate understanding of the relevance of cross - cultural , co - cultural , gender , and age influences on human communication . effectively apply communication theories in the analysis and evaluation of communication interactions . effectively participates in dyadic and/or group interactions .",Problem Solving,3,"['decision making', 'critical thinking', 'analytical skills']","['group decision-making', 'conflict resolution', 'brainstorming.']"
11982958774840,an introductory course covering basic concepts and methods of artificial intelligence . the course assumes knowledge of logic and probability theory at the undergraduate level .,,Artificial Intelligence,3,['problem-solving'],
11982958774840,an introductory course covering basic concepts and methods of artificial intelligence . the course assumes knowledge of logic and probability theory at the undergraduate level .,,Concept Understanding,2,"['basic terms', 'definitions', 'principles']","['explanation', 'application', 'identification.']"
11982958774840,an introductory course covering basic concepts and methods of artificial intelligence . the course assumes knowledge of logic and probability theory at the undergraduate level .,,Communication,3,"['presentation skills', 'report writing', 'technical writing']","['discussion', 'summarizing', 'explanation.']"
8847632648125,"a survey of the basic principles , research concepts , and problems in psychological science . the biological , cognitive , and social perspectives of human thought and behavior are addressed . the goal is to apply major concepts and use the scientific method to enhance the understanding of individual , community , and organizational life experiences . topics include neuroscience , sensation and perception , learning and conditioning , memory , motivation , language and intelligence , personality and social behavior , and psychopathology and therapy . applications of psychology are also presented .","apply major concepts , theoretical perspectives , empirical findings , and historical trends in psychology . to support critical thinking in distinguishing valid evidence from common misconceptions . apply psychological principles to enhance the understanding of individual , community , and organizational life experiences .",Psychology principles,3,"['research concepts', 'scientific method', 'social behavior']","['critically analyze', 'apply principles', 'enhance understanding.']"
8847632648125,"a survey of the basic principles , research concepts , and problems in psychological science . the biological , cognitive , and social perspectives of human thought and behavior are addressed . the goal is to apply major concepts and use the scientific method to enhance the understanding of individual , community , and organizational life experiences . topics include neuroscience , sensation and perception , learning and conditioning , memory , motivation , language and intelligence , personality and social behavior , and psychopathology and therapy . applications of psychology are also presented .","apply major concepts , theoretical perspectives , empirical findings , and historical trends in psychology . to support critical thinking in distinguishing valid evidence from common misconceptions . apply psychological principles to enhance the understanding of individual , community , and organizational life experiences .",Biological perspectives,3,"['neuroscience', 'behavior', 'cognition']","['analyze behavior', 'relate biology', 'understand cognition.']"
8847632648125,"a survey of the basic principles , research concepts , and problems in psychological science . the biological , cognitive , and social perspectives of human thought and behavior are addressed . the goal is to apply major concepts and use the scientific method to enhance the understanding of individual , community , and organizational life experiences . topics include neuroscience , sensation and perception , learning and conditioning , memory , motivation , language and intelligence , personality and social behavior , and psychopathology and therapy . applications of psychology are also presented .","apply major concepts , theoretical perspectives , empirical findings , and historical trends in psychology . to support critical thinking in distinguishing valid evidence from common misconceptions . apply psychological principles to enhance the understanding of individual , community , and organizational life experiences .",Cognitive perspectives,3,"['sensation', 'perception', 'learning']","['interpret information', 'analyze thinking', 'solve problems.']"
